location_list_id,location_id,name,address1,city,state,zip,latitude,longitude,geocoded_latitude,geocoded_longitude,geofence
1075,10867447,Publix Super Markets,801 Cypress Pkwy ,Kissimmee,FL,34759,28.14832258,-81.451507,28.14832258,-81.451507,"POLYGON((28.148168202666152 -81.45108649789665,28.148734735420334 -81.45121926724289,28.14859520191107 -81.45196505764528,28.14799555857058 -81.45182290056749,28.148125337885613 -81.45119824743716,28.148152239493783 -81.45119318414186,28.148168202666152 -81.45108649789665))"
1075,10867605,Publix Super Markets,8101 W Sunrise Blvd ,Fort Lauderdale,FL,33322,26.14920239,-80.25900985,26.14920239,-80.25900985,"POLYGON((26.14884431719978 -80.25873566720242,26.149080537525425 -80.25873063806296,26.14909632104126 -80.2586543627429,26.149196908661857 -80.25865511709452,26.149213227331817 -80.25873365554742,26.149464160956136 -80.25873432609791,26.149455734082665 -80.25934437827067,26.149364559787326 -80.25933767272357,26.149321380353797 -80.25935845983219,26.149104847823793 -80.25935778924645,26.149047699002846 -80.25930950948998,26.148839501818035 -80.25930682734446,26.14884431719978 -80.25873566720242))"
