Name,Address,City,State,Zip,Visit Index,geofence,the_geom
Macy's,3000 184th St SW,Lynnwood,WA,98037,4509,"POLYGON((47.82848094607245 -122.27179797256815,47.82894042562794 -122.27178724416234,47.82895768416204 -122.2717389643584,47.82931347194728 -122.27169068420756,47.8293206746596 -122.27318825930905,47.82848814890029 -122.27318825930905,47.82848094607245 -122.27179797256815))","POLYGON((-122.27179797256815 47.82848094607245,-122.27178724416234 47.82894042562794,-122.2717389643584 47.82895768416204,-122.27169068420756 47.82931347194728,-122.27318825930905 47.8293206746596,-122.27318825930905 47.82848814890029,-122.27179797256815 47.82848094607245))"
Macy's,3813 Hillsboro Pike ,Nashville,TN,37215,4496,"POLYGON((36.10659599336271 -86.81390408667698,36.10716833185212 -86.8138343492426,36.1072550118049 -86.81489144705256,36.106734682251705 -86.81495045565089,36.10659599336271 -86.81390408667698))","POLYGON((-86.81390408667698 36.10659599336271,-86.8138343492426 36.10716833185212,-86.81489144705256 36.1072550118049,-86.81495045565089 36.106734682251705,-86.81390408667698 36.10659599336271))"
Macy's,300 Lycoming Mall Cir,Pennsdale,TN,17756,4496,"POLYGON((41.239407225638324 -76.82383102677807,41.239875153068134 -76.82474099623289,41.23885862152193 -76.82570461740227,41.23838411422484 -76.82483755485293,41.239407225638324 -76.82383102677807))","POLYGON((-76.82383102677807 41.239407225638324,-76.82474099623289 41.239875153068134,-76.82570461740227 41.23885862152193,-76.82483755485293 41.23838411422484,-76.82383102677807 41.239407225638324))"
Macy's,100 Paramus Park,Paramus,NJ,07652,4493,"POLYGON((40.9580192114048 -74.06847107829452,40.958621864013445 -74.06847107423278,40.95894904523831 -74.06888950290084,40.95896930354951 -74.06964461237186,40.958827512180996 -74.06984181985308,40.95798680215487 -74.06989546403338,40.9580192114048 -74.06847107829452))","POLYGON((-74.06847107829452 40.9580192114048,-74.06847107423278 40.958621864013445,-74.06888950290084 40.95894904523831,-74.06964461237186 40.95896930354951,-74.06984181985308 40.958827512180996,-74.06989546403338 40.95798680215487,-74.06847107829452 40.9580192114048))"
Macy's,7401 Market St ,Youngstown,OH,44512,4492,"POLYGON((41.021201265177815 -80.65894369379555,41.02186466963336 -80.65892223612343,41.021862648756596 -80.6595094111185,41.02210042307502 -80.65949722675356,41.02211408221189 -80.65999002636693,41.02199949427454 -80.66016132388478,41.021861255515816 -80.66016650604922,41.02185252792916 -80.66051501057302,41.02120935972754 -80.66051501057302,41.021201265177815 -80.65894369379555))","POLYGON((-80.65894369379555 41.021201265177815,-80.65892223612343 41.02186466963336,-80.6595094111185 41.021862648756596,-80.65949722675356 41.02210042307502,-80.65999002636693 41.02211408221189,-80.66016132388478 41.02199949427454,-80.66016650604922 41.021861255515816,-80.66051501057302 41.02185252792916,-80.66051501057302 41.02120935972754,-80.65894369379555 41.021201265177815))"
Macy's,24100 Laguna Hills Mall,Laguna Hills,CA,92653-3613,4480,"POLYGON((33.61164652974158 -117.70855825774981,33.61194688183576 -117.70820152395083,33.61200495928464 -117.7082544432721,33.61206191991209 -117.70818032028325,33.61212167293795 -117.70823981826817,33.61218058826386 -117.70817837231328,33.61228152608849 -117.70831394629448,33.612325293699215 -117.7082637163411,33.61240078752488 -117.70836198298508,33.61236035322743 -117.70842184527686,33.61253659227752 -117.70865068702483,33.61232387111283 -117.70890952099472,33.612340367112175 -117.70893969551935,33.61226820007509 -117.70901915573234,33.6122298829413 -117.70898378382492,33.61223082820922 -117.7090251065456,33.61207047055646 -117.70921206478573,33.61204836964735 -117.70918216205814,33.61204402047739 -117.70925572365059,33.61199493703247 -117.70924958900457,33.61197486287689 -117.70922506406146,33.61183973522062 -117.70907064455878,33.61182354793446 -117.7090202571286,33.611779714081145 -117.70907284751786,33.6117108881252 -117.70899453653885,33.61174348811084 -117.70894197006203,33.61167490500157 -117.70886740708283,33.61166965242917 -117.70882744340668,33.61163312713796 -117.70886526374602,33.61162195839453 -117.70884050679251,33.61159403632531 -117.70888713692227,33.611555503852315 -117.7088165747017,33.61165239351913 -117.70870082733904,33.61164052658224 -117.70867782230425,33.61168373597609 -117.70863145107421,33.61164652974158 -117.70855825774981))","POLYGON((-117.70855825774981 33.61164652974158,-117.70820152395083 33.61194688183576,-117.7082544432721 33.61200495928464,-117.70818032028325 33.61206191991209,-117.70823981826817 33.61212167293795,-117.70817837231328 33.61218058826386,-117.70831394629448 33.61228152608849,-117.7082637163411 33.612325293699215,-117.70836198298508 33.61240078752488,-117.70842184527686 33.61236035322743,-117.70865068702483 33.61253659227752,-117.70890952099472 33.61232387111283,-117.70893969551935 33.612340367112175,-117.70901915573234 33.61226820007509,-117.70898378382492 33.6122298829413,-117.7090251065456 33.61223082820922,-117.70921206478573 33.61207047055646,-117.70918216205814 33.61204836964735,-117.70925572365059 33.61204402047739,-117.70924958900457 33.61199493703247,-117.70922506406146 33.61197486287689,-117.70907064455878 33.61183973522062,-117.7090202571286 33.61182354793446,-117.70907284751786 33.611779714081145,-117.70899453653885 33.6117108881252,-117.70894197006203 33.61174348811084,-117.70886740708283 33.61167490500157,-117.70882744340668 33.61166965242917,-117.70886526374602 33.61163312713796,-117.70884050679251 33.61162195839453,-117.70888713692227 33.61159403632531,-117.7088165747017 33.611555503852315,-117.70870082733904 33.61165239351913,-117.70867782230425 33.61164052658224,-117.70863145107421 33.61168373597609,-117.70855825774981 33.61164652974158))"
Macy's,20 Miracle Mile Drive,Rochester,NY,14623,4468,"POLYGON((43.08396621500091 -77.6310130655221,43.08417063567326 -77.63100820406385,43.08417328393008 -77.63096847383224,43.08433529694891 -77.63096947960139,43.08433413705146 -77.63100904218942,43.084535548400005 -77.63100770110407,43.084531264149085 -77.63156196508129,43.08456028113473 -77.63159856279151,43.08462810999401 -77.63150546155384,43.0846991224608 -77.63161162030326,43.08462609092437 -77.63169362186738,43.08463533480544 -77.6317032037266,43.08468908342611 -77.63170627423415,43.08468296136207 -77.63224885692352,43.0847216496096 -77.63224504564556,43.0847216476473 -77.63236391099088,43.08380558001895 -77.63238805087201,43.083808376213426 -77.63217654956554,43.08366229082676 -77.63217962523026,43.08366200611729 -77.63203825520395,43.08380639987639 -77.63184134536789,43.08380917769376 -77.6317050177251,43.08385391262776 -77.63170058309015,43.08386110589379 -77.6316756205112,43.08381280530742 -77.63160423794648,43.083896428532064 -77.63149902311693,43.08393830150922 -77.63156217855203,43.08395936062317 -77.63154364996802,43.08396621500091 -77.6310130655221))","POLYGON((-77.6310130655221 43.08396621500091,-77.63100820406385 43.08417063567326,-77.63096847383224 43.08417328393008,-77.63096947960139 43.08433529694891,-77.63100904218942 43.08433413705146,-77.63100770110407 43.084535548400005,-77.63156196508129 43.084531264149085,-77.63159856279151 43.08456028113473,-77.63150546155384 43.08462810999401,-77.63161162030326 43.0846991224608,-77.63169362186738 43.08462609092437,-77.6317032037266 43.08463533480544,-77.63170627423415 43.08468908342611,-77.63224885692352 43.08468296136207,-77.63224504564556 43.0847216496096,-77.63236391099088 43.0847216476473,-77.63238805087201 43.08380558001895,-77.63217654956554 43.083808376213426,-77.63217962523026 43.08366229082676,-77.63203825520395 43.08366200611729,-77.63184134536789 43.08380639987639,-77.6317050177251 43.08380917769376,-77.63170058309015 43.08385391262776,-77.6316756205112 43.08386110589379,-77.63160423794648 43.08381280530742,-77.63149902311693 43.083896428532064,-77.63156217855203 43.08393830150922,-77.63154364996802 43.08395936062317,-77.6310130655221 43.08396621500091))"
Macy's,11872 W Broad St,Richmond,VA,23233,4468,"POLYGON((37.65632079285972 -77.62156812263476,37.65689553398998 -77.62114701581942,37.657413656488444 -77.62225654237756,37.6574522373267 -77.62222703902876,37.657592563873 -77.62229007154099,37.65754806086284 -77.62248252036852,37.65750032804372 -77.62247682025782,37.65731932675429 -77.62262149168191,37.65733075188 -77.62266432269138,37.65713261316144 -77.62280375530958,37.65710149452118 -77.62276886527525,37.65693304632265 -77.62289625960102,37.65671363501164 -77.6224255215455,37.65668390697495 -77.6224434085131,37.656501288967874 -77.62207416058936,37.656533140837176 -77.62204778782518,37.65632079285972 -77.62156812263476))","POLYGON((-77.62156812263476 37.65632079285972,-77.62114701581942 37.65689553398998,-77.62225654237756 37.657413656488444,-77.62222703902876 37.6574522373267,-77.62229007154099 37.657592563873,-77.62248252036852 37.65754806086284,-77.62247682025782 37.65750032804372,-77.62262149168191 37.65731932675429,-77.62266432269138 37.65733075188,-77.62280375530958 37.65713261316144,-77.62276886527525 37.65710149452118,-77.62289625960102 37.65693304632265,-77.6224255215455 37.65671363501164,-77.6224434085131 37.65668390697495,-77.62207416058936 37.656501288967874,-77.62204778782518 37.656533140837176,-77.62156812263476 37.65632079285972))"
Macy's,2300 East Lincoln Highway,Langhorne,PA,19047,4463,"POLYGON((40.1843880837042 -74.87909186474212,40.1850965290263 -74.87812626949676,40.185670281070905 -74.87886351130891,40.18528504696239 -74.8793754580118,40.18540211950558 -74.87954175813297,40.184970034766465 -74.88013720537202,40.18464832357378 -74.87969347835673,40.18473643584311 -74.8795287021266,40.1843880837042 -74.87909186474212))","POLYGON((-74.87909186474212 40.1843880837042,-74.87812626949676 40.1850965290263,-74.87886351130891 40.185670281070905,-74.8793754580118 40.18528504696239,-74.87954175813297 40.18540211950558,-74.88013720537202 40.184970034766465,-74.87969347835673 40.18464832357378,-74.8795287021266 40.18473643584311,-74.87909186474212 40.1843880837042))"
Macy's,2000 N Neil St ,Champaign,IL,61820,4463,"POLYGON((40.140485107763354 -88.2439332878995,40.1412155025772 -88.24338343505144,40.14164404229757 -88.24433618927725,40.14133534348376 -88.24458630694687,40.14135471325278 -88.24461111847381,40.14109220274987 -88.24479719681011,40.141079872972405 -88.24476685393904,40.14089120522746 -88.24490817228082,40.14082138200931 -88.24488872433432,40.140690153592196 -88.24459599185877,40.140669649341916 -88.24460366711116,40.140587631516695 -88.24439907700071,40.1406040351843 -88.24437955982955,40.14047280578893 -88.24403817788163,40.140485107763354 -88.2439332878995))","POLYGON((-88.2439332878995 40.140485107763354,-88.24338343505144 40.1412155025772,-88.24433618927725 40.14164404229757,-88.24458630694687 40.14133534348376,-88.24461111847381 40.14135471325278,-88.24479719681011 40.14109220274987,-88.24476685393904 40.141079872972405,-88.24490817228082 40.14089120522746,-88.24488872433432 40.14082138200931,-88.24459599185877 40.140690153592196,-88.24460366711116 40.140669649341916,-88.24439907700071 40.140587631516695,-88.24437955982955 40.1406040351843,-88.24403817788163 40.14047280578893,-88.2439332878995 40.140485107763354))"
Macy's,13375 Noel Road,Dallas,TX,75240-5061,4453,"POLYGON((32.92972928341435 -96.81827072970066,32.930480621096784 -96.81824390761051,32.930491877399085 -96.81906664695111,32.9297270321346 -96.81909346904126,32.92972928341435 -96.81827072970066))","POLYGON((-96.81827072970066 32.92972928341435,-96.81824390761051 32.930480621096784,-96.81906664695111 32.930491877399085,-96.81909346904126 32.9297270321346,-96.81827072970066 32.92972928341435))"
Macy's,1401 W Esplanade Ave ,Kenner,LA,70065,4451,"POLYGON((30.017973390323128 -90.24855873039041,30.019063492361468 -90.24850508621012,30.01907742684935 -90.24941537544453,30.01902008448834 -90.24941269392843,30.01823526275815 -90.24944052236128,30.01824551392657 -90.24959843709684,30.017996614723746 -90.24961385891163,30.017973390323128 -90.24855873039041))","POLYGON((-90.24855873039041 30.017973390323128,-90.24850508621012 30.019063492361468,-90.24941537544453 30.01907742684935,-90.24941269392843 30.01902008448834,-90.24944052236128 30.01823526275815,-90.24959843709684 30.01824551392657,-90.24961385891163 30.017996614723746,-90.24855873039041 30.017973390323128))"
Macy's,3068 E 3rd St,Bloomington,IN,47401,4449,"POLYGON((39.16030899517793 -86.49224640726504,39.16045677671968 -86.49225629794114,39.16049225268771 -86.49223131983393,39.1606963075795 -86.49224037217971,39.160725665475546 -86.49228429329526,39.160863169005474 -86.49229066354428,39.160897411824344 -86.49235369562564,39.16084749913454 -86.49297185080184,39.16081630271499 -86.49300260133322,39.16025076251923 -86.49293822831686,39.16030899517793 -86.49224640726504))","POLYGON((-86.49224640726504 39.16030899517793,-86.49225629794114 39.16045677671968,-86.49223131983393 39.16049225268771,-86.49224037217971 39.1606963075795,-86.49228429329526 39.160725665475546,-86.49229066354428 39.160863169005474,-86.49235369562564 39.160897411824344,-86.49297185080184 39.16084749913454,-86.49300260133322 39.16081630271499,-86.49293822831686 39.16025076251923,-86.49224640726504 39.16030899517793))"
Macy's,14251 Burnhaven Dr ,Burnsville,MN,55306,4449,"POLYGON((44.743488807237384 -93.29057205350693,44.74428008145293 -93.29057205350693,44.74428294018792 -93.29062593309618,44.74440391212112 -93.29077637242875,44.74436295415244 -93.29083829965674,44.74444725273185 -93.29093363610303,44.744455346166326 -93.29158419151486,44.744235926585525 -93.29191276510426,44.74366709617492 -93.29191343517925,44.74333068536488 -93.29143398781002,44.7433268758964 -93.29094937623847,44.74348880768198 -93.29070841205248,44.743488807237384 -93.29057205350693))","POLYGON((-93.29057205350693 44.743488807237384,-93.29057205350693 44.74428008145293,-93.29062593309618 44.74428294018792,-93.29077637242875 44.74440391212112,-93.29083829965674 44.74436295415244,-93.29093363610303 44.74444725273185,-93.29158419151486 44.744455346166326,-93.29191276510426 44.744235926585525,-93.29191343517925 44.74366709617492,-93.29143398781002 44.74333068536488,-93.29094937623847 44.7433268758964,-93.29070841205248 44.74348880768198,-93.29057205350693 44.743488807237384))"
Macy's,Route 132,Barnstable,MA,02601,4441,"POLYGON((41.66753091737808 -70.29648197084242,41.66791546997589 -70.29616010576063,41.66829616016834 -70.29703430891993,41.66790760256703 -70.29734544516566,41.66753091737808 -70.29648197084242))","POLYGON((-70.29648197084242 41.66753091737808,-70.29616010576063 41.66791546997589,-70.29703430891993 41.66829616016834,-70.29734544516566 41.66790760256703,-70.29648197084242 41.66753091737808))"
Macy's,223 Reynolds Rd ,Johnson City,NY,13790,4440,"POLYGON((42.12569176896798 -75.97349421824941,42.12628424791968 -75.97349958266744,42.12628822653786 -75.97480804501043,42.125683811656465 -75.97479731617437,42.12569176896798 -75.97349421824941))","POLYGON((-75.97349421824941 42.12569176896798,-75.97349958266744 42.12628424791968,-75.97480804501043 42.12628822653786,-75.97479731617437 42.125683811656465,-75.97349421824941 42.12569176896798))"
Macy's,2240 East 17th Street,Idaho Falls,ID,83404,4434,"POLYGON((43.48024365757216 -111.98958701486902,43.48087835332429 -111.98901302213983,43.48122088738104 -111.98972143420468,43.48052002333163 -111.99033297786008,43.480359459253464 -111.990004329491,43.48041687334455 -111.98994390230541,43.48024365757216 -111.98958701486902))","POLYGON((-111.98958701486902 43.48024365757216,-111.98901302213983 43.48087835332429,-111.98972143420468 43.48122088738104,-111.99033297786008 43.48052002333163,-111.990004329491 43.480359459253464,-111.98994390230541 43.48041687334455,-111.98958701486902 43.48024365757216))"
Macy's,1001 Layton Hills Mall ,Layton,UT,84041,4432,"POLYGON((41.077431825828285 -111.97565364300402,41.078132462274525 -111.97529422699603,41.07842765716148 -111.97638460963572,41.077727023861804 -111.97672256797159,41.077431825828285 -111.97565364300402))","POLYGON((-111.97565364300402 41.077431825828285,-111.97529422699603 41.078132462274525,-111.97638460963572 41.07842765716148,-111.97672256797159 41.077727023861804,-111.97565364300402 41.077431825828285))"
Macy's,100 Del Monte Center,Monterey,CA,93940-6154,4431,"POLYGON((36.583864629041635 -121.89599483537398,36.584607195108596 -121.89590364026748,36.58469334521353 -121.8970107916096,36.58394647243089 -121.89710198671611,36.583864629041635 -121.89599483537398))","POLYGON((-121.89599483537398 36.583864629041635,-121.89590364026748 36.584607195108596,-121.8970107916096 36.58469334521353,-121.89710198671611 36.58394647243089,-121.89599483537398 36.583864629041635))"
Macy's,331 Three Rivers Dr ,Kelso,WA,98626,4423,"POLYGON((46.138095231427165 -122.90161488798071,46.1382645855797 -122.90137918950734,46.13824064940041 -122.90132588086533,46.13831915889423 -122.90120853430057,46.13840927003525 -122.90128497730234,46.1385225841629 -122.90108381059576,46.139050409490146 -122.90175956109306,46.13894267224214 -122.90192854117129,46.1389250234284 -122.90200062584302,46.13881073056599 -122.90221218504354,46.13876799851974 -122.902238336359,46.13868996844471 -122.90236574033042,46.13859146544811 -122.90222896749088,46.13853013332183 -122.90221021207378,46.1383405610368 -122.90194739678384,46.138095231427165 -122.90161488798071))","POLYGON((-122.90161488798071 46.138095231427165,-122.90137918950734 46.1382645855797,-122.90132588086533 46.13824064940041,-122.90120853430057 46.13831915889423,-122.90128497730234 46.13840927003525,-122.90108381059576 46.1385225841629,-122.90175956109306 46.139050409490146,-122.90192854117129 46.13894267224214,-122.90200062584302 46.1389250234284,-122.90221218504354 46.13881073056599,-122.902238336359 46.13876799851974,-122.90236574033042 46.13868996844471,-122.90222896749088 46.13859146544811,-122.90221021207378 46.13853013332183,-122.90194739678384 46.1383405610368,-122.90161488798071 46.138095231427165))"
Macy's,1295 Annapolis Mall ,Annapolis,MD,21401,4423,"POLYGON((38.98968588724282 -76.54642565474308,38.990275912551915 -76.54771847948825,38.99008124804307 -76.54786064340226,38.99009922884796 -76.54790356529224,38.98980579829132 -76.54810742513325,38.9897875567983 -76.54807793228815,38.989594194596044 -76.54822010065163,38.98902501151913 -76.54692191148843,38.98968588724282 -76.54642565474308))","POLYGON((-76.54642565474308 38.98968588724282,-76.54771847948825 38.990275912551915,-76.54786064340226 38.99008124804307,-76.54790356529224 38.99009922884796,-76.54810742513325 38.98980579829132,-76.54807793228815 38.9897875567983,-76.54822010065163 38.989594194596044,-76.54692191148843 38.98902501151913,-76.54642565474308 38.98968588724282))"
Macy's,575 S Rosemary Ave ,West Palm Beach,FL,33401,4423,"POLYGON((26.708702963595805 -80.05738534516013,26.708742082773306 -80.05738668655357,26.708725702045935 -80.05736589956484,26.70871152158627 -80.05734209499946,26.708704431327295 -80.05731275832534,26.708708673277368 -80.05728333779604,26.708724571386504 -80.05726058085412,26.708748094624635 -80.05723981461335,26.70878142049488 -80.05723747808594,26.708801677510777 -80.0572376509208,26.708820192127646 -80.05725114838219,26.70883424150724 -80.05727801369744,26.708837672183666 -80.05723377889524,26.709113731806497 -80.05723446021221,26.709112792744317 -80.05727034011846,26.709167431590565 -80.05727017519126,26.709169592875202 -80.05722315406206,26.709425731705952 -80.05721636599219,26.70944250377818 -80.05791817633576,26.708710151672694 -80.05793829290337,26.708702963595805 -80.05738534516013))","POLYGON((-80.05738534516013 26.708702963595805,-80.05738668655357 26.708742082773306,-80.05736589956484 26.708725702045935,-80.05734209499946 26.70871152158627,-80.05731275832534 26.708704431327295,-80.05728333779604 26.708708673277368,-80.05726058085412 26.708724571386504,-80.05723981461335 26.708748094624635,-80.05723747808594 26.70878142049488,-80.0572376509208 26.708801677510777,-80.05725114838219 26.708820192127646,-80.05727801369744 26.70883424150724,-80.05723377889524 26.708837672183666,-80.05723446021221 26.709113731806497,-80.05727034011846 26.709112792744317,-80.05727017519126 26.709167431590565,-80.05722315406206 26.709169592875202,-80.05721636599219 26.709425731705952,-80.05791817633576 26.70944250377818,-80.05793829290337 26.708710151672694,-80.05738534516013 26.708702963595805))"
Macy's,700 Cascade Mall Dr ,Burlington,WA,98233,4419,"POLYGON((48.461749073344365 -122.33932187272393,48.46256041188428 -122.33932723714196,48.46255774494437 -122.33956237615166,48.46258397941352 -122.3395914324401,48.46258175603239 -122.33993162506147,48.462545294383894 -122.33997096203342,48.4625444045019 -122.34023024003471,48.4618131038469 -122.3402101234671,48.46181377138362 -122.34003097462352,48.46179187222821 -122.33999906771567,48.46178953783833 -122.33981159273725,48.46174618393736 -122.33980879917027,48.46174551702091 -122.33967994183661,48.461701940574926 -122.33951856428297,48.46174907380503 -122.33948861487471,48.461749073344365 -122.33932187272393))","POLYGON((-122.33932187272393 48.461749073344365,-122.33932723714196 48.46256041188428,-122.33956237615166 48.46255774494437,-122.3395914324401 48.46258397941352,-122.33993162506147 48.46258175603239,-122.33997096203342 48.462545294383894,-122.34023024003471 48.4625444045019,-122.3402101234671 48.4618131038469,-122.34003097462352 48.46181377138362,-122.33999906771567 48.46179187222821,-122.33981159273725 48.46178953783833,-122.33980879917027 48.46174618393736,-122.33967994183661 48.46174551702091,-122.33951856428297 48.461701940574926,-122.33948861487471 48.46174907380503,-122.33932187272393 48.461749073344365))"
Macy's,20131 Highway 59 N,Humble,TX,77338,4415,"POLYGON((30.010723915109597 -95.26905272398943,30.011093970067844 -95.26874695216173,30.0117210704713 -95.26966782826435,30.011375783401185 -95.26998701353511,30.011217075758136 -95.26997494335501,30.011095915422484 -95.26980797560634,30.010710171510443 -95.2692640521309,30.010723915109597 -95.26905272398943))","POLYGON((-95.26905272398943 30.010723915109597,-95.26874695216173 30.011093970067844,-95.26966782826435 30.0117210704713,-95.26998701353511 30.011375783401185,-95.26997494335501 30.011217075758136,-95.26980797560634 30.011095915422484,-95.2692640521309 30.010710171510443,-95.26905272398943 30.010723915109597))"
Macy's,231 State Route 35 ,Eatontown,NJ,07724,4409,"POLYGON((40.288836712764535 -74.05348357028441,40.289386996278324 -74.05435260600524,40.28869545921395 -74.05515984445714,40.28814926205918 -74.05427471548222,40.288836712764535 -74.05348357028441))","POLYGON((-74.05348357028441 40.288836712764535,-74.05435260600524 40.289386996278324,-74.05515984445714 40.28869545921395,-74.05427471548222 40.28814926205918,-74.05348357028441 40.288836712764535))"
Macy's,15541 Gale Ave,City of Industry,CA,91745,4404,"POLYGON((34.01287706603488 -117.96663897826483,34.015148059688904 -117.96570557819945,34.01599616210128 -117.96569484069158,34.0164585933518 -117.96734420929306,34.01348180553465 -117.96861021194809,34.01287706603488 -117.96663897826483))","POLYGON((-117.96663897826483 34.01287706603488,-117.96570557819945 34.015148059688904,-117.96569484069158 34.01599616210128,-117.96734420929306 34.0164585933518,-117.96861021194809 34.01348180553465,-117.96663897826483 34.01287706603488))"
Macy's,8001 S. Orange Blossom Trail,Orlando,FL,32809,4404,"POLYGON((28.44364190626563 -81.39262830088683,28.44442627774365 -81.39289652178832,28.444124400647738 -81.39402461445741,28.443349460673367 -81.39377785122804,28.44364190626563 -81.39262830088683))","POLYGON((-81.39262830088683 28.44364190626563,-81.39289652178832 28.44442627774365,-81.39402461445741 28.444124400647738,-81.39377785122804 28.443349460673367,-81.39262830088683 28.44364190626563))"
Macy's,3800 Us Highway 98 N,Lakeland,FL,33809,4402,"POLYGON((28.09168857571367 -81.97864607650467,28.09254531717053 -81.97865009937163,28.092540755333445 -81.97879359769286,28.09267360493732 -81.97878018695542,28.09267833735753 -81.979649994937,28.091660180927462 -81.97962853726489,28.09168857571367 -81.97864607650467))","POLYGON((-81.97864607650467 28.09168857571367,-81.97865009937163 28.09254531717053,-81.97879359769286 28.092540755333445,-81.97878018695542 28.09267360493732,-81.979649994937 28.09267833735753,-81.97962853726489 28.091660180927462,-81.97864607650467 28.09168857571367))"
Macy's,6910 Fayetteville Rd,South Durham,NC,27713,4388,"POLYGON((35.905528047235286 -78.9389622729197,35.905954258233244 -78.93926268032936,35.90594991489647 -78.93931925079778,35.90612589096583 -78.93942263779309,35.906148702366536 -78.93952261160484,35.906181833093164 -78.9396316070073,35.906094116594865 -78.93969683344386,35.90602418791667 -78.93963825115964,35.905545820122846 -78.94065254917047,35.904993598318775 -78.94025558223626,35.905528047235286 -78.9389622729197))","POLYGON((-78.9389622729197 35.905528047235286,-78.93926268032936 35.905954258233244,-78.93931925079778 35.90594991489647,-78.93942263779309 35.90612589096583,-78.93952261160484 35.906148702366536,-78.9396316070073 35.906181833093164,-78.93969683344386 35.906094116594865,-78.93963825115964 35.90602418791667,-78.94065254917047 35.905545820122846,-78.94025558223626 35.904993598318775,-78.9389622729197 35.905528047235286))"
Macy's,2401 S Stemmons Fwy ,Lewisville,TX,75067,4366,"POLYGON((33.001045993188036 -96.9689903696684,33.00173956671845 -96.96857194506208,33.002126470479546 -96.96949550926058,33.001455394520214 -96.96993539153902,33.001045993188036 -96.9689903696684))","POLYGON((-96.9689903696684 33.001045993188036,-96.96857194506208 33.00173956671845,-96.96949550926058 33.002126470479546,-96.96993539153902 33.001455394520214,-96.9689903696684 33.001045993188036))"
Macy's,1000 Spring Hill Mall ,Dundee,IL,60118,4365,"POLYGON((42.101352518713924 -88.29450485090274,42.10200031759021 -88.29449412206668,42.10199235730368 -88.29556033693291,42.101336597977195 -88.29562470994927,42.101352518713924 -88.29450485090274))","POLYGON((-88.29450485090274 42.101352518713924,-88.29449412206668 42.10200031759021,-88.29556033693291 42.10199235730368,-88.29562470994927 42.101336597977195,-88.29450485090274 42.101352518713924))"
Macy's,98-1005 Moanalua Rd ,Aiea,HI,96701,4358,"POLYGON((21.384646250573216 -157.9428958700385,21.38515270331721 -157.94326869709158,21.384783066955883 -157.94387696924815,21.384264125158 -157.94350414219508,21.384646250573216 -157.9428958700385))","POLYGON((-157.9428958700385 21.384646250573216,-157.94326869709158 21.38515270331721,-157.94387696924815 21.384783066955883,-157.94350414219508 21.384264125158,-157.9428958700385 21.384646250573216))"
Macy's,6901 22nd Ave N,St. Petersburg,FL,33710,4356,"POLYGON((27.793752821876605 -82.73271189322168,27.794342158778754 -82.73235784163171,27.794807217682123 -82.73342100492596,27.794217883301442 -82.73373214117169,27.793752821876605 -82.73271189322168))","POLYGON((-82.73271189322168 27.793752821876605,-82.73235784163171 27.794342158778754,-82.73342100492596 27.794807217682123,-82.73373214117169 27.794217883301442,-82.73271189322168 27.793752821876605))"
Macy's,100 Broadway Mall ,Hicksville,NY,11801,4332,"POLYGON((40.77208046820924 -73.53048012769227,40.772788923002075 -73.53086636579042,40.77255329745802 -73.53160873606203,40.771869215507714 -73.53125468447206,40.77208046820924 -73.53048012769227))","POLYGON((-73.53048012769227 40.77208046820924,-73.53086636579042 40.772788923002075,-73.53160873606203 40.77255329745802,-73.53125468447206 40.771869215507714,-73.53048012769227 40.77208046820924))"
Macy's,6209 W Park Blvd,Plano,TX,75093,4314,"POLYGON((33.02980914682241 -96.83347655200816,33.030449051058156 -96.8341846551881,33.02988687099021 -96.83484599031965,33.029260455133944 -96.83413252272169,33.02980914682241 -96.83347655200816))","POLYGON((-96.83347655200816 33.02980914682241,-96.8341846551881 33.030449051058156,-96.83484599031965 33.02988687099021,-96.83413252272169 33.029260455133944,-96.83347655200816 33.02980914682241))"
Macy's,22400 Town Cir,Moreno Valley,CA,92553,4306,"POLYGON((33.938583930130925 -117.27302968008394,33.939292165382334 -117.27285801870698,33.93946128345394 -117.27431250642428,33.93872634655614 -117.27447343896517,33.938583930130925 -117.27302968008394))","POLYGON((-117.27302968008394 33.938583930130925,-117.27285801870698 33.939292165382334,-117.27431250642428 33.93946128345394,-117.27447343896517 33.93872634655614,-117.27302968008394 33.938583930130925))"
